"","gender","age_group","education","unemployed","have_partner","depressed","children_presence","housing_financial_difficulties","selfrated_health","critical_job","weight"
"731","m","_2","middle","yes","no","no","no","no","good","yes",6.27515325275262
"732","f","_2","middle","yes","no","no","no","no","good","yes",4.39378088552754
"733","m","_3","middle","yes","no","no","no","no","good","yes",6.39037026935355
"734","f","_3","middle","yes","no","no","no","no","good","yes",4.85823950719798
"735","m","_4","middle","yes","no","no","no","no","good","yes",1.80128688507325
"736","f","_4","middle","yes","no","no","no","no","good","yes",0.955588596015276
"737","m","_1","high","yes","no","no","no","no","good","yes",17.1421294636588
"738","f","_1","high","yes","no","no","no","no","good","yes",11.8660791380835
"739","m","_2","high","yes","no","no","no","no","good","yes",16.3004838003687
"740","f","_2","high","yes","no","no","no","no","good","yes",9.81620298904044
"741","m","_3","high","yes","no","no","no","no","good","yes",12.2800686241864
"742","f","_3","high","yes","no","no","no","no","good","yes",8.02939216713653
"743","m","_4","high","yes","no","no","no","no","good","yes",4.35089633593389
"744","f","_4","high","yes","no","no","no","no","good","yes",1.98516122950216
"745","m","_1","low","no","no","no","no","no","good","yes",0.004247698933587
"746","f","_1","low","no","no","no","no","no","good","yes",0.002100233259272
"747","m","_2","low","no","no","no","no","no","good","yes",0.0130886712821099
"748","f","_2","low","no","no","no","no","no","good","yes",0.00563001991749837
"749","m","_3","low","no","no","no","no","no","good","yes",0.0209059143829096
"750","f","_3","low","no","no","no","no","no","good","yes",0.00976387876423843
"751","m","_4","low","no","no","no","no","no","good","yes",0.0113792028602088
"752","f","_4","low","no","no","no","no","no","good","yes",0.00370851656406949
"753","m","_1","middle","no","no","no","no","no","good","yes",0.104277206607395
"754","f","_1","middle","no","no","no","no","no","good","yes",0.0764993521382949
"755","m","_2","middle","no","no","no","no","no","good","yes",0.10137544156673
"756","f","_2","middle","no","no","no","no","no","good","yes",0.0646996146088724
"757","m","_3","middle","no","no","no","no","no","good","yes",0.0954026419179292
"758","f","_3","middle","no","no","no","no","no","good","yes",0.0661101551678941
"759","m","_4","middle","no","no","no","no","no","good","yes",0.0373420198237051
"760","f","_4","middle","no","no","no","no","no","good","yes",0.0180567985448688
"761","m","_1","high","no","no","no","no","no","good","yes",0.607618306786045
"762","f","_1","high","no","no","no","no","no","good","yes",0.383378890490902
"763","m","_2","high","no","no","no","no","no","good","yes",0.371642365737387
"764","f","_2","high","no","no","no","no","no","good","yes",0.203996693594138
"765","m","_3","high","no","no","no","no","no","good","yes",0.258732790080133
"766","f","_3","high","no","no","no","no","no","good","yes",0.154201367222944
"767","m","_4","high","no","no","no","no","no","good","yes",0.12729459198634
"768","f","_4","high","no","no","no","no","no","good","yes",0.0529397490800284
"769","m","_1","low","yes","yes","yes","yes","yes","average","yes",4.42838560547321e-05
"770","f","_1","low","yes","yes","yes","yes","yes","average","yes",4.98704971452089e-05
"771","m","_2","low","yes","yes","yes","yes","yes","average","yes",0.00248047929564172
"772","f","_2","low","yes","yes","yes","yes","yes","average","yes",0.00243015760356934
"773","m","_3","low","yes","yes","yes","yes","yes","average","yes",0.0168553907704004
"774","f","_3","low","yes","yes","yes","yes","yes","average","yes",0.0179298435162395
"775","m","_4","low","yes","yes","yes","yes","yes","average","yes",0.00343802519974715
"776","f","_4","low","yes","yes","yes","yes","yes","average","yes",0.00255200723867218
"777","m","_1","middle","yes","yes","yes","yes","yes","average","yes",0.00103504066458757
"778","f","_1","middle","yes","yes","yes","yes","yes","average","yes",0.00172945889390357
"779","m","_2","middle","yes","yes","yes","yes","yes","average","yes",0.0182914917524439
"780","f","_2","middle","yes","yes","yes","yes","yes","average","yes",0.0265890317953509
"781","m","_3","middle","yes","yes","yes","yes","yes","average","yes",0.0732329249732972
"782","f","_3","middle","yes","yes","yes","yes","yes","average","yes",0.115584239130749
"783","m","_4","middle","yes","yes","yes","yes","yes","average","yes",0.0107416585210458
"784","f","_4","middle","yes","yes","yes","yes","yes","average","yes",0.0118303815750159
"785","m","_1","high","yes","yes","yes","yes","yes","average","yes",0.000987250661962533
"786","f","_1","high","yes","yes","yes","yes","yes","average","yes",0.00141876100281431
"787","m","_2","high","yes","yes","yes","yes","yes","average","yes",0.010976658229061
"788","f","_2","high","yes","yes","yes","yes","yes","average","yes",0.0137231091466359
"789","m","_3","high","yes","yes","yes","yes","yes","average","yes",0.0325106767791299
"790","f","_3","high","yes","yes","yes","yes","yes","average","yes",0.0441313513161269
"791","m","_4","high","yes","yes","yes","yes","yes","average","yes",0.0059939352855269
"792","f","_4","high","yes","yes","yes","yes","yes","average","yes",0.00567764765955241
"793","m","_1","low","no","yes","yes","yes","yes","average","yes",1.50900117571542e-06
"794","f","_1","low","no","yes","yes","yes","yes","average","yes",1.54896898394588e-06
"795","m","_2","low","no","yes","yes","yes","yes","average","yes",5.43673789460762e-05
"796","f","_2","low","no","yes","yes","yes","yes","average","yes",4.85503210398856e-05
"797","m","_3","low","no","yes","yes","yes","yes","average","yes",0.000341403187754743
"798","f","_3","low","no","yes","yes","yes","yes","average","yes",0.000331024487581931
"799","m","_4","low","no","yes","yes","yes","yes","average","yes",9.66981891848555e-05
"800","f","_4","low","no","yes","yes","yes","yes","average","yes",6.5425351411405e-05
"801","m","_1","middle","no","yes","yes","yes","yes","average","yes",4.42157144418999e-05
"802","f","_1","middle","no","yes","yes","yes","yes","average","yes",6.73417432404614e-05
"803","m","_2","middle","no","yes","yes","yes","yes","average","yes",0.00050260522802294
"804","f","_2","middle","no","yes","yes","yes","yes","average","yes",0.000665940266957952
"805","m","_3","middle","no","yes","yes","yes","yes","average","yes",0.00185956007507883
"806","f","_3","middle","no","yes","yes","yes","yes","average","yes",0.0026752066022653
"807","m","_4","middle","no","yes","yes","yes","yes","average","yes",0.000378752679636269
"808","f","_4","middle","no","yes","yes","yes","yes","average","yes",0.000380222664542713
"809","m","_1","high","no","yes","yes","yes","yes","average","yes",5.95200060912665e-05
"810","f","_1","high","no","yes","yes","yes","yes","average","yes",7.79649944514074e-05
"811","m","_2","high","no","yes","yes","yes","yes","average","yes",0.000425661447523711
"812","f","_2","high","no","yes","yes","yes","yes","average","yes",0.000485066820734597
"813","m","_3","high","no","yes","yes","yes","yes","average","yes",0.00116505423362102
"814","f","_3","high","no","yes","yes","yes","yes","average","yes",0.0014415251845244
"815","m","_4","high","no","yes","yes","yes","yes","average","yes",0.000298272161257138
"816","f","_4","high","no","yes","yes","yes","yes","average","yes",0.00025752772157835
"817","m","_1","low","yes","no","yes","yes","yes","average","yes",4.13342640547351e-05
"818","f","_1","low","yes","no","yes","yes","yes","average","yes",3.28522752998348e-05
"819","m","_2","low","yes","no","yes","yes","yes","average","yes",0.00345973459097383
"820","f","_2","low","yes","no","yes","yes","yes","average","yes",0.002392206103369
"821","m","_3","low","yes","no","yes","yes","yes","average","yes",0.0221318941509463
"822","f","_3","low","yes","no","yes","yes","yes","average","yes",0.016615493122178
"823","m","_4","low","yes","no","yes","yes","yes","average","yes",0.00470571519249496
"824","f","_4","low","yes","no","yes","yes","yes","average","yes",0.00246521874643246
"825","m","_1","middle","yes","no","yes","yes","yes","average","yes",0.00169112944180953
"826","f","_1","middle","yes","no","yes","yes","yes","average","yes",0.00199428241007252
"827","m","_2","middle","yes","no","yes","yes","yes","average","yes",0.0446592023183933
"828","f","_2","middle","yes","no","yes","yes","yes","average","yes",0.0458164395093647
"829","m","_3","middle","yes","no","yes","yes","yes","average","yes",0.168321967197201
"830","f","_3","middle","yes","no","yes","yes","yes","average","yes",0.187495139100953
"831","m","_4","middle","yes","no","yes","yes","yes","average","yes",0.025736091003129
"832","f","_4","middle","yes","no","yes","yes","yes","average","yes",0.020004466373884
"833","m","_1","high","yes","no","yes","yes","yes","average","yes",0.00109353986349829
"834","f","_1","high","yes","no","yes","yes","yes","average","yes",0.00110910689471548
"835","m","_2","high","yes","no","yes","yes","yes","average","yes",0.0181685273112922
"836","f","_2","high","yes","no","yes","yes","yes","average","yes",0.0160309433064157
"837","m","_3","high","yes","no","yes","yes","yes","average","yes",0.0506580158852357
"838","f","_3","high","yes","no","yes","yes","yes","average","yes",0.0485317965335969
"839","m","_4","high","yes","no","yes","yes","yes","average","yes",0.00973578644691988
"840","f","_4","high","yes","no","yes","yes","yes","average","yes",0.00650855237556332
"841","m","_1","low","no","no","yes","yes","yes","average","yes",8.09698444085144e-07
"842","f","_1","low","no","no","yes","yes","yes","average","yes",5.86588338775605e-07
"843","m","_2","low","no","no","yes","yes","yes","average","yes",4.35927755076166e-05
"844","f","_2","low","no","no","yes","yes","yes","average","yes",2.74742096336543e-05
"845","m","_3","low","no","no","yes","yes","yes","average","yes",0.000257701103537039
"846","f","_3","low","no","no","yes","yes","yes","average","yes",0.000176346077970285
"847","m","_4","low","no","no","yes","yes","yes","average","yes",7.60858456158845e-05
"848","f","_4","low","no","no","yes","yes","yes","average","yes",3.63319385652519e-05
"849","m","_1","middle","no","no","yes","yes","yes","average","yes",4.15302965351102e-05
"850","f","_1","middle","no","no","yes","yes","yes","average","yes",4.46405684922367e-05
"851","m","_2","middle","no","no","yes","yes","yes","average","yes",0.000705436270219716
"852","f","_2","middle","no","no","yes","yes","yes","average","yes",0.000659664383309137
"853","m","_3","middle","no","no","yes","yes","yes","average","yes",0.00245704764697777
"854","f","_3","middle","no","no","yes","yes","yes","average","yes",0.0024946962228906
"855","m","_4","middle","no","no","yes","yes","yes","average","yes",0.00052167004921817
"856","f","_4","middle","no","no","yes","yes","yes","average","yes",0.000369602726992181
"857","m","_1","high","no","no","yes","yes","yes","average","yes",3.78999904134046e-05
"858","f","_1","high","no","no","yes","yes","yes","average","yes",3.50374718832408e-05
"859","m","_2","high","no","no","yes","yes","yes","average","yes",0.000405025949647901
"860","f","_2","high","no","no","yes","yes","yes","average","yes",0.000325744489363727
"861","m","_3","high","no","no","yes","yes","yes","average","yes",0.00104360765325814
"862","f","_3","high","no","no","yes","yes","yes","average","yes",0.00091131878820669
"863","m","_4","high","no","no","yes","yes","yes","average","yes",0.00027850991323619
"864","f","_4","high","no","no","yes","yes","yes","average","yes",0.000169710572787062
"865","m","_1","low","yes","yes","no","yes","yes","average","yes",0.00321342022214891
"866","f","_1","low","yes","yes","no","yes","yes","average","yes",0.00261248709199606
"867","m","_2","low","yes","yes","no","yes","yes","average","yes",0.146186899851236
"868","f","_2","low","yes","yes","no","yes","yes","average","yes",0.103394075311775
"869","m","_3","low","yes","yes","no","yes","yes","average","yes",0.654861315833783
"870","f","_3","low","yes","yes","no","yes","yes","average","yes",0.502892749150407
"871","m","_4","low","yes","yes","no","yes","yes","average","yes",0.167518689424034
"872","f","_4","low","yes","yes","no","yes","yes","average","yes",0.0897686050807034
"873","m","_1","middle","yes","yes","no","yes","yes","average","yes",0.0474534862599716
"874","f","_1","middle","yes","yes","no","yes","yes","average","yes",0.0572412777223143
"875","m","_2","middle","yes","yes","no","yes","yes","average","yes",0.681099552600252
"876","f","_2","middle","yes","yes","no","yes","yes","average","yes",0.714747025304456
"877","m","_3","middle","yes","yes","no","yes","yes","average","yes",1.79765153930307
"878","f","_3","middle","yes","yes","no","yes","yes","average","yes",2.04826485231651
"879","m","_4","middle","yes","yes","no","yes","yes","average","yes",0.330684754059185
"880","f","_4","middle","yes","yes","no","yes","yes","average","yes",0.262923828115019
"881","m","_1","high","yes","yes","no","yes","yes","average","yes",0.0950678782498261
"882","f","_1","high","yes","yes","no","yes","yes","average","yes",0.09862885107514
"883","m","_2","high","yes","yes","no","yes","yes","average","yes",0.858474239643297
"884","f","_2","high","yes","yes","no","yes","yes","average","yes",0.77481497686491
"885","m","_3","high","yes","yes","no","yes","yes","average","yes",1.67618055032092
"886","f","_3","high","yes","yes","no","yes","yes","average","yes",1.64259454519159
"887","m","_4","high","yes","yes","no","yes","yes","average","yes",0.387570342275185
"888","f","_4","high","yes","yes","no","yes","yes","average","yes",0.265030153652441
"889","m","_1","low","no","yes","no","yes","yes","average","yes",0.000171023862912929
"890","f","_1","low","no","yes","no","yes","yes","average","yes",0.000126735481419872
"891","m","_2","low","no","yes","no","yes","yes","average","yes",0.00500444922766638
"892","f","_2","low","no","yes","no","yes","yes","average","yes",0.00322625255241962
"893","m","_3","low","no","yes","no","yes","yes","average","yes",0.0207168215083382
"894","f","_3","low","no","yes","no","yes","yes","average","yes",0.0145012031964019
"895","m","_4","low","no","yes","no","yes","yes","average","yes",0.00735897951336039
"896","f","_4","low","no","yes","no","yes","yes","average","yes",0.00359446020891707
"897","m","_1","middle","no","yes","no","yes","yes","average","yes",0.00316615666050603
"898","f","_1","middle","no","yes","no","yes","yes","average","yes",0.00348119596404388
"899","m","_2","middle","no","yes","no","yes","yes","average","yes",0.0292303161526996
"900","f","_2","middle","no","yes","no","yes","yes","average","yes",0.0279595482786897
"901","m","_3","middle","no","yes","no","yes","yes","average","yes",0.0712942303883938
"902","f","_3","middle","no","yes","no","yes","yes","average","yes",0.0740439984901424
"903","m","_4","middle","no","yes","no","yes","yes","average","yes",0.0182114106004728
"904","f","_4","middle","no","yes","no","yes","yes","average","yes",0.013198185767434
"905","m","_1","high","no","yes","no","yes","yes","average","yes",0.00895188256311349
"906","f","_1","high","no","yes","no","yes","yes","average","yes",0.00846524292131853
"907","m","_2","high","no","yes","no","yes","yes","average","yes",0.051995586901014
"908","f","_2","high","no","yes","no","yes","yes","average","yes",0.0427752050545369
"909","m","_3","high","no","yes","no","yes","yes","average","yes",0.0938179567978501
"910","f","_3","high","no","yes","no","yes","yes","average","yes",0.0838012363755423
"911","m","_4","high","no","yes","no","yes","yes","average","yes",0.030122863191298
"912","f","_4","high","no","yes","no","yes","yes","average","yes",0.0187756887648793
"913","m","_1","low","yes","no","no","yes","yes","average","yes",0.00173043726862655
"914","f","_1","low","yes","no","no","yes","yes","average","yes",0.000992886184440419
"915","m","_2","low","yes","no","no","yes","yes","average","yes",0.117635713798217
"916","f","_2","low","yes","no","no","yes","yes","average","yes",0.0587196375453085
"917","m","_3","low","yes","no","no","yes","yes","average","yes",0.496081068579081
"918","f","_3","low","yes","no","no","yes","yes","average","yes",0.268865865045721
"919","m","_4","low","yes","no","no","yes","yes","average","yes",0.13228280885624
"920","f","_4","low","yes","no","no","yes","yes","average","yes",0.0500289738236059
"921","m","_1","middle","yes","no","no","yes","yes","average","yes",0.0447312588520822
"922","f","_1","middle","yes","no","no","yes","yes","average","yes",0.0380810831374617
"923","m","_2","middle","yes","no","no","yes","yes","average","yes",0.959391772077802
"924","f","_2","middle","yes","no","no","yes","yes","average","yes",0.710550137635954
"925","m","_3","middle","yes","no","no","yes","yes","average","yes",2.38376526455654
"926","f","_3","middle","yes","no","no","yes","yes","average","yes",1.91690709846495
"927","m","_4","middle","yes","no","no","yes","yes","average","yes",0.457097633305318
"928","f","_4","middle","yes","no","no","yes","yes","average","yes",0.256496665609311
"929","m","_1","high","yes","no","no","yes","yes","average","yes",0.06075255474594
"930","f","_1","high","yes","no","no","yes","yes","average","yes",0.0444827568400691
"931","m","_2","high","yes","no","no","yes","yes","average","yes",0.819785835441098
"932","f","_2","high","yes","no","no","yes","yes","average","yes",0.522189489331635
"933","m","_3","high","yes","no","no","yes","yes","average","yes",1.50683785106501
"934","f","_3","high","yes","no","no","yes","yes","average","yes",1.04215682500743
"935","m","_4","high","yes","no","no","yes","yes","average","yes",0.363189332790534
"936","f","_4","high","yes","no","no","yes","yes","average","yes",0.175280988216352
"937","m","_1","low","no","no","no","yes","yes","average","yes",5.29436643709523e-05
"938","f","_1","low","no","no","no","yes","yes","average","yes",2.7689332137862e-05
"939","m","_2","low","no","no","no","yes","yes","average","yes",0.00231502652175785
"940","f","_2","low","no","no","no","yes","yes","average","yes",0.00105330712334798
"941","m","_3","low","no","no","no","yes","yes","average","yes",0.0090218455762191
"942","f","_3","low","no","no","no","yes","yes","average","yes",0.00445690400132261
"943","m","_4","low","no","no","no","yes","yes","average","yes",0.00334061696825824
"944","f","_4","low","no","no","no","yes","yes","average","yes",0.00115159493459867
"945","m","_1","middle","no","no","no","yes","yes","average","yes",0.00171571182136019
"946","f","_1","middle","no","no","no","yes","yes","average","yes",0.00133136578553445
"947","m","_2","middle","no","no","no","yes","yes","average","yes",0.0236694330077765
"948","f","_2","middle","no","no","no","yes","yes","average","yes",0.0159787009726766
"949","m","_3","middle","no","no","no","yes","yes","average","yes",0.0543477174432883
"950","f","_3","middle","no","no","no","yes","yes","average","yes",0.0398358202164469
"951","m","_4","middle","no","no","no","yes","yes","average","yes",0.0144712929001298
"952","f","_4","middle","no","no","no","yes","yes","average","yes",0.00740175935401458
"953","m","_1","high","no","no","no","yes","yes","average","yes",0.00328862283307895
"954","f","_1","high","no","no","no","yes","yes","average","yes",0.0021948057721973
"955","m","_2","high","no","no","no","yes","yes","average","yes",0.0285435886852465
"956","f","_2","high","no","no","no","yes","yes","average","yes",0.0165726197872176
"957","m","_3","high","no","no","no","yes","yes","average","yes",0.0484842455338181
"958","f","_3","high","no","no","no","yes","yes","average","yes",0.030564836315714
"959","m","_4","high","no","no","no","yes","yes","average","yes",0.0162273552831558
"960","f","_4","high","no","no","no","yes","yes","average","yes",0.00713845703213736
"961","m","_1","low","yes","yes","yes","no","yes","average","yes",0.00190243411268501
"962","f","_1","low","yes","yes","yes","no","yes","average","yes",0.0027267864864779
"963","m","_2","low","yes","yes","yes","no","yes","average","yes",0.00895481869225342
"964","f","_2","low","yes","yes","yes","no","yes","average","yes",0.0111660320949052
"965","m","_3","low","yes","yes","yes","no","yes","average","yes",0.0282010197945416
"966","f","_3","low","yes","yes","yes","no","yes","average","yes",0.0381808619233551
"967","m","_4","low","yes","yes","yes","no","yes","average","yes",0.00622873345642158
"968","f","_4","low","yes","yes","yes","no","yes","average","yes",0.00588458491491041
"969","m","_1","middle","yes","yes","yes","no","yes","average","yes",0.0368809708301739
"970","f","_1","middle","yes","yes","yes","no","yes","average","yes",0.0784329260335214
"971","m","_2","middle","yes","yes","yes","no","yes","average","yes",0.0547710483932054
"972","f","_2","middle","yes","yes","yes","no","yes","average","yes",0.10133225163842
"973","m","_3","middle","yes","yes","yes","no","yes","average","yes",0.101627936144574
"974","f","_3","middle","yes","yes","yes","no","yes","average","yes",0.204149624358175
"975","m","_4","middle","yes","yes","yes","no","yes","average","yes",0.0161414583824469
"976","f","_4","middle","yes","yes","yes","no","yes","average","yes",0.0226262938155699
"977","m","_1","high","yes","yes","yes","no","yes","average","yes",0.0627516856401367
"978","f","_1","high","yes","yes","yes","no","yes","average","yes",0.114775831176308
"979","m","_2","high","yes","yes","yes","no","yes","average","yes",0.058630702978942
"980","f","_2","high","yes","yes","yes","no","yes","average","yes",0.0932933563961272
"981","m","_3","high","yes","yes","yes","no","yes","average","yes",0.0804795921234299
"982","f","_3","high","yes","yes","yes","no","yes","average","yes",0.139043350184575
"983","m","_4","high","yes","yes","yes","no","yes","average","yes",0.016067063468016
"984","f","_4","high","yes","yes","yes","no","yes","average","yes",0.0193702907013882
"985","m","_1","low","no","yes","yes","no","yes","average","yes",3.57076907432866e-05
"986","f","_1","low","no","yes","yes","no","yes","average","yes",4.66506983537774e-05
"987","m","_2","low","no","yes","yes","no","yes","average","yes",0.000108110426151797
"988","f","_2","low","no","yes","yes","no","yes","average","yes",0.000122875282774579
"989","m","_3","low","no","yes","yes","no","yes","average","yes",0.000314631030061714
"990","f","_3","low","no","yes","yes","no","yes","average","yes",0.000388273135882336
"991","m","_4","low","no","yes","yes","no","yes","average","yes",9.64977139126329e-05
"992","f","_4","low","no","yes","yes","no","yes","average","yes",8.30975058130253e-05
"993","m","_1","middle","no","yes","yes","no","yes","average","yes",0.000867819832777551
"994","f","_1","middle","no","yes","yes","no","yes","average","yes",0.00168221119944606
"995","m","_2","middle","no","yes","yes","no","yes","average","yes",0.000828966389724147
"996","f","_2","middle","no","yes","yes","no","yes","average","yes",0.00139793969754367
"997","m","_3","middle","no","yes","yes","no","yes","average","yes",0.00142142821276012
"998","f","_3","middle","no","yes","yes","no","yes","average","yes",0.00260264710996811
"999","m","_4","middle","no","yes","yes","no","yes","average","yes",0.000313498260339738
"1000","f","_4","middle","no","yes","yes","no","yes","average","yes",0.000400553622020955
"1001","m","_1","high","no","yes","yes","no","yes","average","yes",0.00208386184101252
"1002","f","_1","high","no","yes","yes","no","yes","average","yes",0.00347415226328879
"1003","m","_2","high","no","yes","yes","no","yes","average","yes",0.00125235446689311
"1004","f","_2","high","no","yes","yes","no","yes","average","yes",0.00181638439447614
"1005","m","_3","high","no","yes","yes","no","yes","average","yes",0.0015885975595464
"1006","f","_3","high","no","yes","yes","no","yes","average","yes",0.00250168845331385
"1007","m","_4","high","no","yes","yes","no","yes","average","yes",0.000440397832621636
"1008","f","_4","high","no","yes","yes","no","yes","average","yes",0.000483949091099037
"1009","m","_1","low","yes","no","yes","no","yes","average","yes",0.0114668708604891
"1010","f","_1","low","yes","no","yes","no","yes","average","yes",0.0115996105063347
"1011","m","_2","low","yes","no","yes","no","yes","average","yes",0.0806555936712827
"1012","f","_2","low","yes","no","yes","no","yes","average","yes",0.0709795993639397
"1013","m","_3","low","yes","no","yes","no","yes","average","yes",0.239119552917621
"1014","f","_3","low","yes","no","yes","no","yes","average","yes",0.22848252085058
"1015","m","_4","low","yes","no","yes","no","yes","average","yes",0.0550537425057445
"1016","f","_4","low","yes","no","yes","no","yes","average","yes",0.0367079314080448
"1017","m","_1","middle","yes","no","yes","no","yes","average","yes",0.38912783712208
"1018","f","_1","middle","yes","no","yes","no","yes","average","yes",0.584043707927793
"1019","m","_2","middle","yes","no","yes","no","yes","average","yes",0.863541885908697
"1020","f","_2","middle","yes","no","yes","no","yes","average","yes",1.12755315243459
"1021","m","_3","middle","yes","no","yes","no","yes","average","yes",1.50840527112104
"1022","f","_3","middle","yes","no","yes","no","yes","average","yes",2.13850611915937
"1023","m","_4","middle","yes","no","yes","no","yes","average","yes",0.249737942844344
"1024","f","_4","middle","yes","no","yes","no","yes","average","yes",0.247065530342592
"1025","m","_1","high","yes","no","yes","no","yes","average","yes",0.448851932882866
"1026","f","_1","high","yes","no","yes","no","yes","average","yes",0.579408852998477
"1027","m","_2","high","yes","no","yes","no","yes","average","yes",0.626679088377625
"1028","f","_2","high","yes","no","yes","no","yes","average","yes",0.70376521360252
"1029","m","_3","high","yes","no","yes","no","yes","average","yes",0.809801263156062
"1030","f","_3","high","yes","no","yes","no","yes","average","yes",0.987415370507134
"1031","m","_4","high","yes","no","yes","no","yes","average","yes",0.168525652128318
"1032","f","_4","high","yes","no","yes","no","yes","average","yes",0.14339124066637
"1033","m","_1","low","no","no","yes","no","yes","average","yes",0.000123727434837939
"1034","f","_1","low","no","no","yes","no","yes","average","yes",0.000114082589527013
"1035","m","_2","low","no","no","yes","no","yes","average","yes",0.000559775932115022
"1036","f","_2","low","no","no","yes","no","yes","average","yes",0.000449022547645164
"1037","m","_3","low","no","no","yes","no","yes","average","yes",0.00153363063858718
"1038","f","_3","low","no","no","yes","no","yes","average","yes",0.00133571420378467
"1039","m","_4","low","no","no","yes","no","yes","average","yes",0.000490312621432925
"1040","f","_4","low","no","no","yes","no","yes","average","yes",0.000297989535627598
"1041","m","_1","middle","no","no","yes","no","yes","average","yes",0.00526366782116107
"1042","f","_1","middle","no","no","yes","no","yes","average","yes",0.00720105950702119
"1043","m","_2","middle","no","no","yes","no","yes","average","yes",0.00751342963960096
"1044","f","_2","middle","no","no","yes","no","yes","average","yes",0.00894224811590814
"1045","m","_3","middle","no","no","yes","no","yes","average","yes",0.0121282688069805
"1046","f","_3","middle","no","no","yes","no","yes","average","yes",0.0156727839263173
"1047","m","_4","middle","no","no","yes","no","yes","average","yes",0.00278834072557884
"1048","f","_4","middle","no","no","yes","no","yes","average","yes",0.00251436513960204
"1049","m","_1","high","no","no","yes","no","yes","average","yes",0.00856871252775911
"1050","f","_1","high","no","no","yes","no","yes","average","yes",0.0100821342532851
"1051","m","_2","high","no","no","yes","no","yes","average","yes",0.00769513632758224
"1052","f","_2","high","no","no","yes","no","yes","average","yes",0.00787687199413631
"1053","m","_3","high","no","no","yes","no","yes","average","yes",0.00918915382659375
"1054","f","_3","high","no","no","yes","no","yes","average","yes",0.010212964716107
"1055","m","_4","high","no","no","yes","no","yes","average","yes",0.00265548362418253
"1056","f","_4","high","no","no","yes","no","yes","average","yes",0.00205946829245561
"1057","m","_1","low","yes","yes","no","no","yes","average","yes",0.0804323751081942
"1058","f","_1","low","yes","yes","no","no","yes","average","yes",0.0832263340685599
"1059","m","_2","low","yes","yes","no","no","yes","average","yes",0.307488461555205
"1060","f","_2","low","yes","yes","no","no","yes","average","yes",0.27679565088468
"1061","m","_3","low","yes","yes","no","no","yes","average","yes",0.63837298625286
"1062","f","_3","low","yes","yes","no","no","yes","average","yes",0.623941366151803
"1063","m","_4","low","yes","yes","no","no","yes","average","yes",0.176828854813497
"1064","f","_4","low","yes","yes","no","no","yes","average","yes",0.12060285407398
"1065","m","_1","middle","yes","yes","no","no","yes","average","yes",0.985172391748083
"1066","f","_1","middle","yes","yes","no","no","yes","average","yes",1.51250447790199
"1067","m","_2","middle","yes","yes","no","no","yes","average","yes",1.18826060791928
"1068","f","_2","middle","yes","yes","no","no","yes","average","yes",1.58707226708235
"1069","m","_3","middle","yes","yes","no","no","yes","average","yes",1.45348787456218
"1070","f","_3","middle","yes","yes","no","no","yes","average","yes",2.10782842062865
"1071","m","_4","middle","yes","yes","no","no","yes","average","yes",0.289524138452251
"1072","f","_4","middle","yes","yes","no","no","yes","average","yes",0.292983925394237
"1073","m","_1","high","yes","yes","no","no","yes","average","yes",3.52071556819226
"1074","f","_1","high","yes","yes","no","no","yes","average","yes",4.64883738088309
"1075","m","_2","high","yes","yes","no","no","yes","average","yes",2.67166132462567
"1076","f","_2","high","yes","yes","no","no","yes","average","yes",3.06898936764512
"1077","m","_3","high","yes","yes","no","no","yes","average","yes",2.41757374141925
"1078","f","_3","high","yes","yes","no","no","yes","average","yes",3.01531404313912
"1079","m","_4","high","yes","yes","no","no","yes","average","yes",0.605304876372407
"1080","f","_4","high","yes","yes","no","no","yes","average","yes",0.526819892805569
"1081","m","_1","low","no","yes","no","no","yes","average","yes",0.00235791461781006
"1082","f","_1","low","no","yes","no","no","yes","average","yes",0.00222388754866791
"1083","m","_2","low","no","yes","no","no","yes","average","yes",0.00579808592641647
"1084","f","_2","low","no","yes","no","no","yes","average","yes",0.0047574032180197
"1085","m","_3","low","no","yes","no","no","yes","average","yes",0.011123879638062
"1086","f","_3","low","no","yes","no","no","yes","average","yes",0.00991015474708772
"1087","m","_4","low","no","yes","no","no","yes","average","yes",0.00427873563330151
"1088","f","_4","low","no","yes","no","no","yes","average","yes",0.00265995801319323
"1089","m","_1","middle","no","yes","no","no","yes","average","yes",0.0362063296071911
"1090","f","_1","middle","no","yes","no","no","yes","average","yes",0.0506668393504625
"1091","m","_2","middle","no","yes","no","no","yes","average","yes",0.0280894095370013
"1092","f","_2","middle","no","yes","no","no","yes","average","yes",0.03419656540581
"1093","m","_3","middle","no","yes","no","no","yes","average","yes",0.031751794835331
"1094","f","_3","middle","no","yes","no","no","yes","average","yes",0.0419707759933393
"1095","m","_4","middle","no","yes","no","no","yes","average","yes",0.00878258140489879
"1096","f","_4","middle","no","yes","no","no","yes","average","yes",0.00810095231352165
"1097","m","_1","high","no","yes","no","no","yes","average","yes",0.182607877208134
"1098","f","_1","high","no","yes","no","no","yes","average","yes",0.219779812287311
"1099","m","_2","high","no","yes","no","no","yes","average","yes",0.08913096588244
"1100","f","_2","high","no","yes","no","no","yes","average","yes",0.0933248862911566
"1101","m","_3","high","no","yes","no","no","yes","average","yes",0.0745337368573775
"1102","f","_3","high","no","yes","no","no","yes","average","yes",0.0847345627094999
"1103","m","_4","high","no","yes","no","no","yes","average","yes",0.0259136075837296
