step_id,agent_id,lockdown,mh,n_contacts
8,56,hard,7.5,6.5
8,57,hard,5.0,4.5
8,58,hard,4.5,2.3
8,59,hard,1.0,2.0999999999999996
8,60,hard,3.0,3.0999999999999996
8,61,hard,2.0,1.3000000000000003
8,62,hard,3.0,5.3
8,63,hard,10.0,5.8
8,64,hard,9.5,7.5
8,65,hard,-1.0,1.0
8,66,hard,6.5,5.8
8,67,hard,5.0,5.3999999999999995
8,68,hard,3.5,3.5999999999999996
8,69,hard,7.0,6.3
8,70,hard,5.5,7.4
8,71,hard,6.5,5.8
8,72,hard,-0.5,-0.3999999999999999
8,73,hard,3.0,3.8
8,74,hard,6.0,6.0
8,75,hard,6.0,6.6
8,76,hard,4.0,5.3999999999999995
8,77,hard,6.0,0.09999999999999964
8,78,hard,6.0,6.0
8,79,hard,9.0,4.0
8,80,hard,2.5,7.1
8,81,hard,7.0,6.1
8,82,hard,2.0,3.3
8,83,hard,0.0,-0.09999999999999964
8,84,hard,-1.0,-1.5
8,85,hard,4.0,6.1
8,86,hard,5.5,2.6
8,87,hard,4.0,6.6
8,88,hard,4.0,3.4
8,89,hard,3.5,3.0
8,90,hard,9.0,7.3999999999999995
8,91,hard,6.0,4.1
8,92,hard,9.0,6.699999999999999
8,93,hard,4.0,3.8
8,94,hard,10.0,6.1
8,95,hard,5.0,3.3
8,96,hard,5.0,3.3
8,97,hard,1.0,2.5999999999999996
8,98,hard,5.0,3.0
8,99,hard,10.0,6.199999999999999
9,0,absent,5.0,3.1
9,1,absent,1.5,2.9000000000000004
9,2,absent,-1.0,1.3
9,3,absent,5.0,5.3
9,4,absent,5.0,6.1
9,5,absent,7.0,5.8
9,6,absent,11.0,2.8999999999999995
9,7,absent,4.5,4.3
9,8,absent,3.5,4.1
9,9,absent,7.0,9.0
9,10,absent,1.5,5.9
9,11,absent,6.0,7.0
9,12,absent,3.0,3.0999999999999996
9,13,absent,5.5,3.2
9,14,absent,4.0,5.1
9,15,absent,7.0,5.4
9,16,absent,7.0,9.3
9,17,absent,-1.5,1.3
9,18,absent,0.0,3.3
9,19,absent,6.5,7.3999999999999995
9,20,absent,2.5,4.3999999999999995
9,21,absent,-0.5,2.5
9,22,absent,8.0,7.8
9,23,absent,3.5,9.3
9,24,absent,7.0,6.6
9,25,absent,2.0,4.4
9,26,absent,5.5,7.6
9,27,absent,-3.0,-5.9
9,28,absent,0.0,0.20000000000000018
9,29,absent,8.0,4.5
9,30,absent,10.0,6.0
9,31,absent,5.0,7.3
9,32,absent,7.0,4.6
9,33,absent,2.0,2.4000000000000004
9,34,absent,11.5,7.3
9,35,absent,6.0,4.8
9,36,absent,3.0,2.5999999999999996
9,37,absent,5.0,4.1
9,38,absent,1.5,4.1000000000000005
9,39,absent,7.0,6.3
9,40,absent,6.0,6.0
9,41,absent,6.0,4.0
9,42,absent,3.0,3.7
9,43,absent,4.0,4.3
9,44,absent,5.0,3.3
9,45,absent,1.0,4.4
9,46,absent,9.0,9.600000000000001
9,47,absent,8.0,5.3
9,48,absent,-1.0,0.09999999999999964
9,49,absent,6.0,4.3
9,50,absent,5.5,2.6
9,51,absent,7.5,10.7
9,52,absent,5.5,3.5
9,53,absent,7.0,8.0
9,54,absent,11.5,12.299999999999999
9,55,absent,3.0,5.3
9,56,absent,3.0,3.3
9,57,absent,8.0,6.8
9,58,absent,7.0,4.699999999999999
9,59,absent,10.0,7.3999999999999995
9,60,absent,7.0,4.6
9,61,absent,4.0,6.9
9,62,absent,7.5,7.7
9,63,absent,6.0,3.5999999999999996
9,64,absent,9.0,8.0
9,65,absent,9.5,8.0
9,66,absent,6.5,6.1
9,67,absent,6.0,5.1
9,68,absent,1.5,7.6
9,69,absent,10.0,11.0
9,70,absent,4.5,4.9
9,71,absent,7.0,7.1
9,72,absent,6.5,6.0
9,73,absent,6.0,3.5
9,74,absent,0.0,6.3
9,75,absent,3.0,7.1
9,76,absent,4.0,3.3999999999999995
9,77,absent,8.0,6.8
9,78,absent,8.0,7.5
9,79,absent,5.0,1.7
9,80,absent,6.0,8.399999999999999
9,81,absent,7.0,4.4
9,82,absent,5.0,5.6
9,83,absent,5.5,6.8
9,84,absent,3.0,3.4000000000000004
9,85,absent,11.5,5.8
9,86,absent,2.5,4.5
9,87,absent,6.5,7.3
9,88,absent,-0.5,1.5
9,89,absent,5.5,8.5
9,90,absent,6.0,8.1
9,91,absent,7.5,6.5
9,92,absent,9.0,9.1
9,93,absent,4.0,2.0
9,94,absent,9.0,9.1
9,95,absent,10.0,9.899999999999999
9,96,absent,2.0,4.8999999999999995
9,97,absent,9.0,4.6
9,98,absent,5.5,7.7
9,99,absent,9.0,6.8999999999999995
